"game_date","day_of_week","away_team","away_score","home_team","home_score","status","result","winner","is_conference","location","boxscore_url"
2026-03-01,"Sunday","St. Scholastica",18,"Crown College",4,"Final","Final
                                                                                        
                                            
                                            
                                                (7 Innings)","St. Scholastica",FALSE,"Minneapolis, MN // U.S. Bank Stadium
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP70MuHmFeDr%2fHoyAaAHnUYRiua6jdcXRvInqE90T2dVJS1XD%2fazNIa1pzBD6J0fpVGIf1TWgGpf%2bJ3qq9YWDQ0J%2fWtTl9RxknF3RVCFhFoYwyBUsH5GIJ6aT4uYq5QfWA&path=baseball"
2026-03-02,"Monday","Concordia",4,"Saint Vincent College",2,"Final","Final","Concordia",FALSE,"Davenport, FL // NERP","https://miacathletics.com/boxscore.aspx?id=JcLFfL9RUu0H5ystoOMbjRG6pFkOaHhJ9o8S3vINmQOIe5jlXcgY0S4nV0V6%2bRzpslQrdDOnX1zUk%2fI1jid3%2fDm8bjNbnxbUpE907TWeiUZoBMjKYK9%2bKXgJqc4EcEMu71xuOQcbMSKsLnzuwf7fyJyyV5MVyQSJS2gOWXLAnD4%3d&path=baseball"
2026-03-02,"Monday","Saint Mary's",14,"Wartburg College",3,"Final","Final
                                                                                        
                                            
                                            
                                                (8)","Saint Mary's",FALSE,"Auburndale, FL // Lake Myrtle #6","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPor8yFQfWAD2KGPNKRj6w3D%2fq%2fVaLsSsuL4oLYZU5chC%2b6vVxES4BK1nERUk9r2uClUzb608csivlqUdFFZNHVd4JTxxJgO1katWsyfguzyr5qrQy8JfXyyWB33O5Fl%2b%2f&path=baseball"
2026-03-02,"Monday","Gustavus",7,"Concordia University (Wis.)",6,"Final","Final","Gustavus",FALSE,"Tuscon, AZ // Kino Sports Complex
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPYnsJRwq%2bTPgevIU0rsFMATbPwc%2f5el%2b9T0XS8E99rGUUvgfV%2b7NExaTp9am7w9Wuq4l5QBQs14IjtxwlBgT90h5lkAwSz10iWv8E6B87CZOYClqmMrsgjkAUuDCjaU60&path=baseball"
2026-03-02,"Monday","Gustavus",13,"Concordia University (Wis.)",9,"Final","Final","Gustavus",FALSE,"Tucson, AZ // Kino Sports Complex
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPYnsJRwq%2bTPgevIU0rsFMATbPwc%2f5el%2b9T0XS8E99rGUUvgfV%2b7NExaTp9am7w9Wuq4l5QBQs14IjtxwlBgT90o9bL0Xu6NTgyTSuEB%2f6bxqmmxoqlmR00xphwtNFqTM1&path=baseball"
2026-03-03,"Tuesday","Bethel",8,"Crown College",3,"Final","Final","Bethel",FALSE,"Minneapolis, MN // U.S. Bank Stadium
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhjzahKugRChgIwJOnQuU36Zc5dowlAKrNQcQu3%2bqXx8UnyfBz5o3fU%2fKUWSJ6EXZFGrPg9ORMazhBa7zINXnRPMuTOTQiP0DRPomUaFE8awx&path=baseball"
2026-03-03,"Tuesday","Saint Mary's",1,"Rose-Hulman",8,"Final","Final","Rose-Hulman",FALSE,"Winter Haven, FL // Chain of Lakes #2","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPor8yFQfWAD2KGPNKRj6w3D%2fq%2fVaLsSsuL4oLYZU5chC%2b6vVxES4BK1nERUk9r2uCY2WF2deoMY9%2fMSl90JiED9molQLoftRVqQTkwKFCIW4%3d&path=baseball"
2026-03-03,"Tuesday","Gustavus",13,"Concordia University (Wis.)",6,"Final","Final","Gustavus",FALSE,"Tucson, AZ // Kino Sports Complex","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPYnsJRwq%2bTPgevIU0rsFMATbPwc%2f5el%2b9T0XS8E99rGUUvgfV%2b7NExaTp9am7w9WuAKTT3dGQUsWT5Bv3KtY%2f9ybQaGmkmIi2%2f%2bbEBnSdkHUgslYjO5vGuq0OnzSW2GyfC5Suk5Q509IvWDFuaJ5BLQ%3d%3d&path=baseball"
2026-03-04,"Wednesday","Macalester",4,"University of Minnesota Morris",1,"Final","Final","Macalester",FALSE,"Minneapolis, MN // U.S. Bank Stadium
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhh3G3opbCW7vkb0ASu%2fFCot4H8%2bD12wwparOOT4BdTP2a3oofgdVilwgAW7kgoLv5k0Dm7qOI%2fpR8M%2boh4%2bbWDl%2bEeHDLT2bAU3Cm%2b%2f4poEG&path=baseball"
2026-03-04,"Wednesday","Concordia",13,"Bluffton University",10,"Final","Final","Concordia",FALSE,"Auburndale, FL // Lake Myrtle","https://miacathletics.com/boxscore.aspx?id=JcLFfL9RUu0H5ystoOMbjRG6pFkOaHhJ9o8S3vINmQOIe5jlXcgY0S4nV0V6%2bRzpslQrdDOnX1zUk%2fI1jid3%2fDm8bjNbnxbUpE907TWeiUbq%2f5tOWw61pff1dBCIpQ1iyru5KRRy%2bzVeNx9rUftuuYcxfZ3%2fP3VOK7%2fqpv9KN7tK6Ch4qSFYVsb3cQ%2beuyBu&path=baseball"
2026-03-04,"Wednesday","Macalester",3,"University of Minnesota Morris",5,"Final","Final","University of Minnesota Morris",FALSE,"Minneapolis, MN // U.S. Bank Stadium
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhh3G3opbCW7vkb0ASu%2fFCot4H8%2bD12wwparOOT4BdTP2j1%2fSeKvE6b7noJFCpB4qilr1FGZgBNm%2fiQkVEXHmMuzPcJkp4AMGxqYiLbzKe%2btx&path=baseball"
2026-03-04,"Wednesday","Gustavus",8,"Concordia University (Wis.)",1,"Final","Final","Gustavus",FALSE,"Tucson, AZ // Kino Sports Complex","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPYnsJRwq%2bTPgevIU0rsFMATbPwc%2f5el%2b9T0XS8E99rGUUvgfV%2b7NExaTp9am7w9Wuq4l5QBQs14IjtxwlBgT90pIwU4sO3Grf%2f8TOeD181%2bJ9382BvU2vzK64gj6UWPns&path=baseball"
2026-03-05,"Thursday","Saint Mary's",9,"Concordia University Chicago",3,"Final","Final","Saint Mary's",FALSE,"Winter Haven, FL // Chain of Lakes #2","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPor8yFQfWAD2KGPNKRj6w3D%2fq%2fVaLsSsuL4oLYZU5chC%2b6vVxES4BK1nERUk9r2uCo0mLDX57of%2b5Wac7oSznvfCdLJenVijvFWinqBuSUIkNOKHAwgpCIj4i9hggwvDo&path=baseball"
2026-03-05,"Thursday","Concordia",0,"University of Wisconsin-Oshkosh",10,"Final","Final","University of Wisconsin-Oshkosh",FALSE,"Winter Haven, FL // Chain of Lakes","https://miacathletics.com/boxscore.aspx?id=JcLFfL9RUu0H5ystoOMbjRG6pFkOaHhJ9o8S3vINmQOIe5jlXcgY0S4nV0V6%2bRzpslQrdDOnX1zUk%2fI1jid3%2fDm8bjNbnxbUpE907TWeiUZoBMjKYK9%2bKXgJqc4EcEMujMYo8e1H3TiEt77lxVVy%2f4o1zEVXEiWPBg3lXb4cdC4HinlsuvcIUTeL%2fl1ua2Gq&path=baseball"
2026-03-05,"Thursday","Concordia",1,"Wartburg College",3,"Final","Final","Wartburg College",FALSE,"Winter Haven, FL // Chain of Lakes","https://miacathletics.com/boxscore.aspx?id=JcLFfL9RUu0H5ystoOMbjRG6pFkOaHhJ9o8S3vINmQOIe5jlXcgY0S4nV0V6%2bRzpslQrdDOnX1zUk%2fI1jid3%2fDm8bjNbnxbUpE907TWeiUZoBMjKYK9%2bKXgJqc4EcEMu2U8wRuKajDi9Lp%2b9CSeTNb7DhfRmUhf74pnRv%2fZibbojTMlSHmFI6xvFvlydnSh5&path=baseball"
2026-03-06,"Friday","Saint Mary's",4,"Illinois College",9,"Final","Final","Illinois College",FALSE,"Winter Haven, FL // Chain of Lakes #4","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPor8yFQfWAD2KGPNKRj6w3D%2fq%2fVaLsSsuL4oLYZU5chC%2b6vVxES4BK1nERUk9r2uCVTGp0%2f9Iihe6S2QHxnrRUO0vUrs6sOs27cWguQZ%2fmVLkibOt240tv1K%2bUDZtufSf&path=baseball"
2026-03-06,"Friday","St. Scholastica",9,"Wartburg College",4,"Final","Final","St. Scholastica",FALSE,"Auburndale, FL // NERP 2","https://miacathletics.com/boxscore.aspx?id=JcLFfL9RUu0H5ystoOMbjRG6pFkOaHhJ9o8S3vINmQOIe5jlXcgY0S4nV0V6%2bRzpslQrdDOnX1zUk%2fI1jid3%2fBX%2b97Q7tjF%2b2yZx7U8FTt93LppcRB5V89LxO7CgXPyib%2bO%2bCxMs13RTcnvbXttqvNUR6A9GRPDHW28Qz7P1W3TcsVaxL%2bjn6LqkeWPU2DPl&path=baseball"
2026-03-06,"Friday","Saint Mary's",5,"Illinois College",0,"Final","Final","Saint Mary's",FALSE,"Winter Haven, FL // Chain of Lakes #4","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPor8yFQfWAD2KGPNKRj6w3D%2fq%2fVaLsSsuL4oLYZU5chC%2b6vVxES4BK1nERUk9r2uCfcAYMEacp085fZcjMLpuiLINYH9WLtFwEFqsFpRdowxAjEU6WFvZ0ihN4jEoCHqh&path=baseball"
2026-03-06,"Friday","Gustavus",4,"University of La Verne",18,"Final","Final","University of La Verne",FALSE,"Tucson, AZ // Kino Sports Complex","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPYnsJRwq%2bTPgevIU0rsFMATbPwc%2f5el%2b9T0XS8E99rGUUvgfV%2b7NExaTp9am7w9WumYd1nihEJbsspG3qNAZhZdA7PJKW%2baRoo593jL31LsspuXpGVBxR6AUmbhu9dcYEBgK9O4AWFP79M90rGam3Cw%3d%3d&path=baseball"
2026-03-07,"Saturday","Concordia",4,"Utica University",3,"Final","Final","Concordia",FALSE,"Winter Haven, FL // Chain of Lakes","https://miacathletics.com/boxscore.aspx?id=JcLFfL9RUu0H5ystoOMbjRG6pFkOaHhJ9o8S3vINmQOIe5jlXcgY0S4nV0V6%2bRzpslQrdDOnX1zUk%2fI1jid3%2fDm8bjNbnxbUpE907TWeiUZoBMjKYK9%2bKXgJqc4EcEMuXZVIF4n2owWyFWV9n0HdKak8LWq6yCDsrtnxlfRZXc%2b0mfJ9wyia8zVFlncULzIw&path=baseball"
2026-03-07,"Saturday","Gustavus",2,"University of La Verne",4,"Final","Final","University of La Verne",FALSE,"Tucson, AZ // Kino Sports Complex","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPYnsJRwq%2bTPgevIU0rsFMATbPwc%2f5el%2b9T0XS8E99rGUUvgfV%2b7NExaTp9am7w9WulQlNO5L%2fcL3RmBRV8W3uGSdd%2fknaUKg0CVStV0LRClk7HFuhL7%2bK4rMt7IxQlG9hqNi5uQX6rSz4beuaD7lI4w%3d%3d&path=baseball"
2026-03-07,"Saturday","Concordia",5,"Beloit College",9,"Final","Final","Beloit College",FALSE,"Winter Haven, FL // Chain of Lakes","https://miacathletics.com/boxscore.aspx?id=JcLFfL9RUu0H5ystoOMbjRG6pFkOaHhJ9o8S3vINmQOIe5jlXcgY0S4nV0V6%2bRzpslQrdDOnX1zUk%2fI1jid3%2fDm8bjNbnxbUpE907TWeiUZoBMjKYK9%2bKXgJqc4EcEMuYkTEuXtyqMNMue96%2fRbpTcrECsd%2fXE8vPRxSRUO83%2bVFX3sHIGYQa1bovvwIAWtZ&path=baseball"
2026-03-07,"Saturday","St. Olaf",2,"Luther College",9,"Final","Final","Luther College",FALSE,"West Liberty, IA // West Liberty High School
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP%2fQHI2wJpL9mAWLJQ%2fNw1xY7LNwxX1Ym%2fjJnty4%2bEdWV0F9JSL77fDPnRfQULtyhL3Gg6Bg1KyX3JQUaq%2b%2f9SIUNyeSigJArJFTqxmrx1OtoXTYG0kKmBIbbgQSYi5H8F&path=baseball"
2026-03-07,"Saturday","Saint Mary's",3,"Hope College",5,"Final","Final","Hope College",FALSE,"Davenport, FL // NERP #4","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPor8yFQfWAD2KGPNKRj6w3D%2fq%2fVaLsSsuL4oLYZU5chC%2b6vVxES4BK1nERUk9r2uCKqEcpN1ADu%2bfRG38Kr%2bqV4hLFtDnGa8mm3xuuCcwnwZCUNXkAf44kSlWUpWcjOxJ&path=baseball"
2026-03-07,"Saturday","Hamline",10,"Carthage College",7,"Final","Final
                                                                                        
                                            
                                            
                                                10 innings","Hamline",FALSE,"Tucson, AZ // Kino Sports Complex","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPGBOMQ6HzAX3wcEsySnJXko%2bkFOoKQSSLBvhfpeT0ohBQdoC2HNEJUUesGkojIIgiPODFyebVirIxBVviYNTzRIftWQl2TIdiremobodOyzGE7x8hGJWWqyLMbDIxTjZY&path=baseball"
2026-03-07,"Saturday","Saint John's",4,"Simpson College",5,"Final","Final","Simpson College",FALSE,"Indianola, IA // McBride Field","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPHagrYYNu%2bk3eVWQRh5K35AjONin5olwY4wMNOh86t8ekarPMZ2yS6mfxgb2RiR3OQKFpgYtp2UkxjaUZfOxGGitneZoyBoIKdNU50k4twzg%3d&path=baseball"
2026-03-07,"Saturday","St. Olaf",0,"Luther College",4,"Final","Final","Luther College",FALSE,"West Liberty, IA // West Liberty High School
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP%2fQHI2wJpL9mAWLJQ%2fNw1xY7LNwxX1Ym%2fjJnty4%2bEdWV0F9JSL77fDPnRfQULtyhLkBn58bGCz1EvHbtqfre9zwxeFAom0%2fgchOz14Vi2UB%2fHMwQIiH9sA8i2cPd4Jstf&path=baseball"
2026-03-07,"Saturday","Hamline",2,"Aurora University",15,"Final","Final
                                                                                        
                                            
                                            
                                                7 innings","Aurora University",FALSE,"Tucson, AZ // Kino Sports Complex","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPGBOMQ6HzAX3wcEsySnJXko%2bkFOoKQSSLBvhfpeT0ohBQdoC2HNEJUUesGkojIIgi8VwysIoPnpB0r71wa%2bnyunVfBUMD%2frRlJGAH13RG%2fU3sCf25OuGMbwMD3Dzv6wXR&path=baseball"
2026-03-07,"Saturday","St. Scholastica",2,"University of Wisconsin-Oshkosh",3,"Final","Final","University of Wisconsin-Oshkosh",FALSE,"Auburndale, FL // Lake Myrtle Main","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP70MuHmFeDr%2fHoyAaAHnUYRiua6jdcXRvInqE90T2dVJS1XD%2fazNIa1pzBD6J0fpVGV78cwfomAl%2flsihahPyhtUGgAHi7PQaUV9UqPMfVrj6oom6NJqBsfSwTJdrIOTb&path=baseball"
2026-03-08,"Sunday","Saint John's",20,"Simpson College",9,"Final","Final","Saint John's",FALSE,"Indianola, IA // McBride Field
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPHagrYYNu%2bk3eVWQRh5K35AjONin5olwY4wMNOh86t8ekarPMZ2yS6mfxgb2RiR3OgOoI%2fJL3LCIRUn8Za4wPCnIEdjvyu6uy0kzxWX04Od0%3d&path=baseball"
2026-03-08,"Sunday","Gustavus",5,"Aurora University",6,"Final","Final","Aurora University",FALSE,"Tucson, AZ // Kino Sports Complex","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPYnsJRwq%2bTPgevIU0rsFMATbPwc%2f5el%2b9T0XS8E99rGUUvgfV%2b7NExaTp9am7w9WubGXcTazRA23KV4n59fihxaKLeGQVndfQXBSYRD%2f0mb97CTcLfZefc8IVB1hJC8mO&path=baseball"
2026-03-08,"Sunday","St. Olaf",15,"Luther College",2,"Final","Final","St. Olaf",FALSE,"West Liberty, IA // West Liberty High School
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP%2fQHI2wJpL9mAWLJQ%2fNw1xY7LNwxX1Ym%2fjJnty4%2bEdWV0F9JSL77fDPnRfQULtyhLNfX4UXjbcgR80G8nY0OeILs%2fkKpDJUyjqlg38f3mcLxssMDfuXFekiN56ggU%2fNs6&path=baseball"
2026-03-08,"Sunday","St. Scholastica",9,"Penn State Altoona",3,"Final","Final","St. Scholastica",FALSE,"Auburndale, FL // NERP #2
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP70MuHmFeDr%2fHoyAaAHnUYRiua6jdcXRvInqE90T2dVJS1XD%2fazNIa1pzBD6J0fpVOeOeboYF4L7%2f8uK%2b6zSzhq3z86976ZfGRkulmk2iEqn9NC7aH9IkL%2fJXLusjngBX&path=baseball"
2026-03-08,"Sunday","Saint John's",4,"Simpson College",1,"Final","Final","Saint John's",FALSE,"Indianola, IA // McBride Field
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPHagrYYNu%2bk3eVWQRh5K35AjONin5olwY4wMNOh86t8ekarPMZ2yS6mfxgb2RiR3Om6WoklylZB0uFK%2fUV63PKVY2KqAJEnEn3eDqKVVt%2bzQ%3d&path=baseball"
2026-03-08,"Sunday","St. Olaf",3,"Luther College",5,"Final","Final","Luther College",FALSE,"West Liberty, IA // West Liberty High School
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP%2fQHI2wJpL9mAWLJQ%2fNw1xY7LNwxX1Ym%2fjJnty4%2bEdWV0F9JSL77fDPnRfQULtyhLQsGzOAxLv0gjj4kZY4k1eXfspZ6dL89MvzLI2tlj145Kvp30IbgjUmCN4xNeoQwc&path=baseball"
2026-03-08,"Sunday","Gustavus",5,"Aurora University",4,"Final","Final","Gustavus",FALSE,"Tucson, AZ // Kino Sports Complex","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPYnsJRwq%2bTPgevIU0rsFMATbPwc%2f5el%2b9T0XS8E99rGUUvgfV%2b7NExaTp9am7w9WubGXcTazRA23KV4n59fihxfXRNJ9C4gEM1QjB81TURqeinjivjYOAhZE%2fxkRCzubd&path=baseball"
2026-03-08,"Sunday","Hamline",1,"Southwest Minnesota State",14,"Final","Final","Southwest Minnesota State",FALSE,"Tucson, AZ // Kino Sports Complex","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPGBOMQ6HzAX3wcEsySnJXko%2bkFOoKQSSLBvhfpeT0ohBQdoC2HNEJUUesGkojIIgi1B%2fXfYFG%2b5Mu6Vxd4eCQM7fLG4NQ9QxPWaqwKSK1WSdxzaHRIeCba%2bojD8RvlikB&path=baseball"
2026-03-08,"Sunday","St. Scholastica",13,"Penn State Altoona",5,"Final","Final","St. Scholastica",FALSE,"Auburndale, FL // NERP #2
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP70MuHmFeDr%2fHoyAaAHnUYRiua6jdcXRvInqE90T2dVJS1XD%2fazNIa1pzBD6J0fpVJ8LScEIW9Mb9PY%2bsE5zr3fQYSaLetvrVnab1atUPHqwVV2660sHLeJT2hi4W8dfn&path=baseball"
2026-03-10,"Tuesday","Carleton",0,"University of Wisconsin-Eau Claire",5,"Final","Final","University of Wisconsin-Eau Claire",FALSE,"Minneapolis, MN // U.S. Bank Stadium
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhiHCgSvVo6vyVvsDuDSb0a%2bJ%2fFIk6s5oCHx1cXIv%2bDfqj6TpQzcFXCkGFA2I6z5pvV0doAO%2bRsoTP5NSgfs1x0Bq8PxsDq4R2kL0lGm5CnsK&path=baseball"
2026-03-10,"Tuesday","St. Scholastica",6,"Gwynedd Mercy University",1,"Final","Final","St. Scholastica",FALSE,"Auburndale, FL // NERP #1","https://miacathletics.com/boxscore.aspx?id=JcLFfL9RUu0H5ystoOMbjRG6pFkOaHhJ9o8S3vINmQOIe5jlXcgY0S4nV0V6%2bRzpslQrdDOnX1zUk%2fI1jid3%2fBX%2b97Q7tjF%2b2yZx7U8FTt93LppcRB5V89LxO7CgXPyi%2biTsnZEcp%2bMWFkriktQbByFLqUaUbuUfZ16d0qzSFJZjYR6lPA0fCIE2k8rAw1kZ&path=baseball"
2026-03-10,"Tuesday","Carleton",3,"University of Wisconsin-Eau Claire",10,"Final","Final","University of Wisconsin-Eau Claire",FALSE,"Minneapolis, MN // U.S. Bank Stadium
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhiHCgSvVo6vyVvsDuDSb0a%2bJ%2fFIk6s5oCHx1cXIv%2bDfqhcG8amYe6YaL%2fmPQkPlCVpFEZhi5nax7BuhgndtNkt0uq6MI%2bugMHooeuPiGyhoR&path=baseball"
2026-03-10,"Tuesday","Hamline",0,"Wheaton College (Ill.)",1,"Final","Final
                                                                                        
                                            
                                            
                                                7 innings","Wheaton College (Ill.)",FALSE,"Tucson, AZ // Kino Sports Complex","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPGBOMQ6HzAX3wcEsySnJXko%2bkFOoKQSSLBvhfpeT0ohBQdoC2HNEJUUesGkojIIgiMtHutvXwnorOLItQe8O8vhlYM0gOf1stsOSPxcZqjtOSsiuHXCh49ewEVP36vvU6&path=baseball"
2026-03-11,"Wednesday","Hamline",18,"Crown College",11,"Final","Final","Hamline",FALSE,"Tucson, AZ // Kino Sports Complex","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPGBOMQ6HzAX3wcEsySnJXko%2bkFOoKQSSLBvhfpeT0ohBQdoC2HNEJUUesGkojIIgicZP2lG5wFnwS4FvVoBva1MPs%2fPbLfzGzK%2b%2bWEH09u5Nh6J6%2fjLQ79xR30cH%2bUq2b&path=baseball"
2026-03-11,"Wednesday","St. Scholastica",10,"Thomas College",3,"Final","Final","St. Scholastica",FALSE,"Auburndale, FL // NERP #3","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP70MuHmFeDr%2fHoyAaAHnUYRiua6jdcXRvInqE90T2dVJS1XD%2fazNIa1pzBD6J0fpVRJZT0ids%2fXtoL%2bQnW7dzLVNOICT%2fxqn%2bKivJ1DZCR4MQEqnH6MSFRSFzuF6yhI%2fb&path=baseball"
2026-03-12,"Thursday","St. Scholastica",12,"Suffolk University",3,"Final","Final","St. Scholastica",FALSE,"Auburndale, FL // NERP #1","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP70MuHmFeDr%2fHoyAaAHnUYRiua6jdcXRvInqE90T2dVJS1XD%2fazNIa1pzBD6J0fpVzDIfONq0V%2beKw3al024OXvlwTbN5X6yn9d%2f%2fNzeu248%3d&path=baseball"
2026-03-13,"Friday","Bethel",3,"Coe College",10,"Final","Final","Coe College",FALSE,"Orlando, FL // NERP 3","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhjzahKugRChgIwJOnQuU36Zc5dowlAKrNQcQu3%2bqXx8UFUhkuOoDOVfJj%2fs3Eek0HCa%2fwUPeWOk0JYhXr4%2bLw1RppXHL7PJkhhbN8IzlJLSH&path=baseball"
2026-03-13,"Friday","Hamline",17,"Carthage College",6,"Final","Final","Hamline",FALSE,"Tucson, AZ // Kino Sports Complex","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPGBOMQ6HzAX3wcEsySnJXko%2bkFOoKQSSLBvhfpeT0ohBQdoC2HNEJUUesGkojIIgivZRu7ciLS4fnoexnGHO5F8VymwAWygDMImo%2ftL2NvMf8QOtyq9m2VlKBODgj8e2i&path=baseball"
